"Team","Value","Squad size","Date"
"Liverpool FC","£330.39m",32,"2016-02-15"
"Manchester City","£451.58m",24,"2016-02-15"
"Chelsea FC","£441.00m",26,"2016-02-15"
"Manchester United","£370.13m",26,"2016-02-15"
"Tottenham Hotspur","£281.25m",22,"2016-02-15"
"Arsenal FC","£387.90m",27,"2016-02-15"
"Everton FC","£210.83m",28,"2016-02-15"
"Leicester City","£114.30m",23,"2016-02-15"
"Wolverhampton Wanderers","£23.49m",28,"2016-02-15"
"Aston Villa","£94.73m",24,"2016-02-15"
"West Ham United","£167.40m",28,"2016-02-15"
"Newcastle United","£163.80m",32,"2016-02-15"
"Brighton & Hove Albion","£29.21m",28,"2016-02-15"
"Southampton FC","£186.08m",26,"2016-02-15"
"Fulham FC","£34.97m",30,"2016-02-15"
"Crystal Palace","£113.18m",28,"2016-02-15"
"Leeds United","£21.33m",23,"2016-02-15"
"Sheffield United","£9.52m",30,"2016-02-15"
"Burnley FC","£39.87m",29,"2016-02-15"
"West Bromwich Albion","£90.99m",24,"2016-02-15"
