"Team","Value","Squad size","Date"
"Liverpool FC","£463.05m",29,"2017-11-15"
"Manchester City","£566.55m",21,"2017-11-15"
"Chelsea FC","£568.71m",26,"2017-11-15"
"Manchester United","£533.48m",25,"2017-11-15"
"Tottenham Hotspur","£495.90m",24,"2017-11-15"
"Arsenal FC","£457.20m",26,"2017-11-15"
"Everton FC","£301.73m",31,"2017-11-15"
"Leicester City","£219.15m",26,"2017-11-15"
"Wolverhampton Wanderers","£65.88m",27,"2017-11-15"
"Aston Villa","£71.33m",29,"2017-11-15"
"West Ham United","£194.31m",24,"2017-11-15"
"Newcastle United","£123.30m",27,"2017-11-15"
"Brighton & Hove Albion","£89.10m",28,"2017-11-15"
"Southampton FC","£230.04m",27,"2017-11-15"
"Crystal Palace","£171.54m",27,"2017-11-15"
"Fulham FC","£65.93m",24,"2017-11-15"
"Leeds United","£39.51m",26,"2017-11-15"
"Sheffield United","£9.92m",27,"2017-11-15"
"Burnley FC","£82.35m",25,"2017-11-15"
"West Bromwich Albion","£140.63m",22,"2017-11-15"
