"Team","Value","Squad size","Date"
"Ipswich Town","£12.31m",27,"2020-02-15"
"Hull City","£26.73m",28,"2020-02-15"
"Sunderland AFC","£14.63m",26,"2020-02-15"
"Blackpool FC","£10.31m",27,"2020-02-15"
"Charlton Athletic","£18.63m",28,"2020-02-15"
"Milton Keynes Dons","£5.72m",29,"2020-02-15"
"Portsmouth FC","£5.49m",26,"2020-02-15"
"Fleetwood Town","£7.72m",26,"2020-02-15"
"Shrewsbury Town","£7.56m",27,"2020-02-15"
"Swindon Town","£5.04m",38,"2020-02-15"
"Oxford United","£11.16m",24,"2020-02-15"
"Wigan Athletic","£26.64m",31,"2020-02-15"
"Lincoln City","£4.70m",26,"2020-02-15"
"Doncaster Rovers","£2.93m",29,"2020-02-15"
"Gillingham FC","£3.13m",20,"2020-02-15"
"Bristol Rovers","£4.50m",32,"2020-02-15"
"Plymouth Argyle","£2.81m",26,"2020-02-15"
"Burton Albion","£4.75m",28,"2020-02-15"
"Crewe Alexandra","£1.94m",26,"2020-02-15"
"Northampton Town","£2.97m",33,"2020-02-15"
"Peterborough United","£4.21m",26,"2020-02-15"
"Rochdale AFC","£3.89m",27,"2020-02-15"
"AFC Wimbledon","£1.98m",27,"2020-02-15"
"Accrington Stanley","£2.14m",38,"2020-02-15"
