"","Team","Value","Squad size","Date"
"1","AFC Bournemouth","€122.35m",30,"2017-08-15"
"2","Norwich City","€52.90m",29,"2017-08-15"
"3","Watford FC","€138.00m",31,"2017-08-15"
"4","Brentford FC","€29.80m",24,"2017-08-15"
"5","Cardiff City","€34.75m",29,"2017-08-15"
"6","Bristol City","€21.15m",26,"2017-08-15"
"7","Swansea City","€144.60m",29,"2017-08-15"
"8","Reading FC","€33.90m",24,"2017-08-15"
"9","Stoke City","€166.75m",27,"2017-08-15"
"10","Blackburn Rovers","€15.90m",23,"2017-08-15"
"11","Nottingham Forest","€27.40m",30,"2017-08-15"
"12","Middlesbrough FC","€68.05m",22,"2017-08-15"
"13","Derby County","€61.10m",27,"2017-08-15"
"14","Huddersfield Town","€50.75m",28,"2017-08-15"
"15","Birmingham City","€26.10m",25,"2017-08-15"
"16","Millwall FC","€9.68m",27,"2017-08-15"
"17","Sheffield Wednesday","€60.88m",27,"2017-08-15"
"18","Preston North End","€9.80m",30,"2017-08-15"
"19","Queens Park Rangers","€38.50m",36,"2017-08-15"
"20","Barnsley FC","€8.88m",25,"2017-08-15"
"21","Luton Town","€3.75m",29,"2017-08-15"
"22","Coventry City","€4.23m",35,"2017-08-15"
"23","Rotherham United","€6.78m",26,"2017-08-15"
"24","Wycombe Wanderers","€3.08m",22,"2017-08-15"
