"Team","Value","Squad size","Date"
"AFC Bournemouth","£3.87m",32,"2011-11-01"
"Norwich City","£26.60m",26,"2011-11-01"
"Watford FC","£15.82m",29,"2011-11-01"
"Brentford FC","£5.60m",27,"2011-11-01"
"Cardiff City","£25.31m",29,"2011-11-01"
"Bristol City","£15.68m",28,"2011-11-01"
"Swansea City","£34.97m",28,"2011-11-01"
"Stoke City","£93.65m",28,"2011-11-01"
"Reading FC","£16.81m",31,"2011-11-01"
"Blackburn Rovers","£69.66m",28,"2011-11-01"
"Nottingham Forest","£27.00m",29,"2011-11-01"
"Middlesbrough FC","£27.56m",27,"2011-11-01"
"Derby County","£13.95m",29,"2011-11-01"
"Huddersfield Town","£8.71m",26,"2011-11-01"
"Birmingham City","£33.10m",25,"2011-11-01"
"Millwall FC","£11.43m",30,"2011-11-01"
"Sheffield Wednesday","£12.89m",27,"2011-11-01"
"Preston North End","£9.88m",28,"2011-11-01"
"Queens Park Rangers","£55.35m",31,"2011-11-01"
"Barnsley FC","£11.00m",26,"2011-11-01"
"Luton Town","£1.67m",30,"2011-11-01"
"Coventry City","£9.81m",25,"2011-11-01"
"Rotherham United","£4.05m",25,"2011-11-01"
"Wycombe Wanderers","£4.43m",25,"2011-11-01"
