"","Team","Value","Squad size","Date"
"1","Salford City","-",NA,"2011-09-01"
"2","Southend United","€4.33m",25,"2011-09-01"
"3","Bolton Wanderers","€98.10m",29,"2011-09-01"
"4","Oldham Athletic","€3.63m",27,"2011-09-01"
"5","Tranmere Rovers","€2.83m",20,"2011-09-01"
"6","Morecambe FC","€2.93m",25,"2011-09-01"
"7","Grimsby Town","€1.85m",23,"2011-09-01"
"8","Colchester United","€5.98m",24,"2011-09-01"
"9","Leyton Orient","€4.95m",23,"2011-09-01"
"10","Mansfield Town","€2.40m",25,"2011-09-01"
"11","Bradford City","€4.05m",36,"2011-09-01"
"12","Scunthorpe United","€4.55m",26,"2011-09-01"
"13","Barrow AFC","€600Th.",19,"2011-09-01"
"14","Port Vale FC","€2.53m",25,"2011-09-01"
"15","Cheltenham Town","€2.78m",22,"2011-09-01"
"16","Exeter City","€5.28m",28,"2011-09-01"
"17","Carlisle United","€6.75m",24,"2011-09-01"
"18","Crawley Town","€1.55m",23,"2011-09-01"
"19","Newport County","€1.13m",24,"2011-09-01"
"20","Cambridge United","€850Th.",28,"2011-09-01"
"21","Walsall FC","€4.73m",22,"2011-09-01"
"22","Forest Green Rovers","€1.05m",20,"2011-09-01"
"23","Stevenage FC","€3.08m",24,"2011-09-01"
"24","Harrogate Town","€800Th.",19,"2011-09-01"
