"Team","Value","Squad size","Date"
"Hull City","£43.16m",26,"2019-05-01"
"Ipswich Town","£21.02m",32,"2019-05-01"
"Blackpool FC","£4.61m",27,"2019-05-01"
"Sunderland AFC","£22.95m",28,"2019-05-01"
"Shrewsbury Town","£3.98m",30,"2019-05-01"
"Charlton Athletic","£9.72m",25,"2019-05-01"
"Fleetwood Town","£6.21m",24,"2019-05-01"
"Milton Keynes Dons","£6.12m",27,"2019-05-01"
"Oxford United","£7.20m",26,"2019-05-01"
"Wigan Athletic","£23.99m",30,"2019-05-01"
"Swindon Town","£3.38m",29,"2019-05-01"
"Doncaster Rovers","£2.39m",27,"2019-05-01"
"Portsmouth FC","£4.93m",27,"2019-05-01"
"Burton Albion","£5.09m",25,"2019-05-01"
"Gillingham FC","£3.98m",27,"2019-05-01"
"Bristol Rovers","£3.58m",26,"2019-05-01"
"Plymouth Argyle","£4.91m",28,"2019-05-01"
"Northampton Town","£3.53m",26,"2019-05-01"
"Lincoln City","£4.93m",25,"2019-05-01"
"Peterborough United","£6.93m",27,"2019-05-01"
"Rochdale AFC","£5.06m",27,"2019-05-01"
"Crewe Alexandra","£2.05m",22,"2019-05-01"
"AFC Wimbledon","£2.75m",28,"2019-05-01"
"Accrington Stanley","£2.45m",26,"2019-05-01"
