"","Team","Value","Squad size","Date"
"1","Salford City","€525Th.",10,"2014-12-15"
"2","Southend United","€2.93m",25,"2014-12-15"
"3","Bolton Wanderers","€28.45m",28,"2014-12-15"
"4","Oldham Athletic","€5.45m",27,"2014-12-15"
"5","Tranmere Rovers","€3.03m",26,"2014-12-15"
"6","Morecambe FC","€2.03m",24,"2014-12-15"
"7","Grimsby Town","€875Th.",23,"2014-12-15"
"8","Colchester United","€3.43m",27,"2014-12-15"
"9","Leyton Orient","€8.70m",26,"2014-12-15"
"10","Mansfield Town","€2.18m",27,"2014-12-15"
"11","Bradford City","€5.35m",22,"2014-12-15"
"12","Scunthorpe United","€5.45m",30,"2014-12-15"
"13","Barrow AFC","€1.03m",26,"2014-12-15"
"14","Port Vale FC","€4.08m",26,"2014-12-15"
"15","Cheltenham Town","€2.33m",25,"2014-12-15"
"16","Exeter City","€3.25m",26,"2014-12-15"
"17","Carlisle United","€3.95m",25,"2014-12-15"
"18","Crawley Town","€3.83m",23,"2014-12-15"
"19","Newport County","€1.48m",23,"2014-12-15"
"20","Cambridge United","€2.00m",28,"2014-12-15"
"21","Walsall FC","€3.23m",26,"2014-12-15"
"22","Forest Green Rovers","€2.23m",23,"2014-12-15"
"23","Stevenage FC","€2.50m",28,"2014-12-15"
"24","Harrogate Town","€2.38m",38,"2014-12-15"
