"Team","Value","Squad size","Date"
"Hull City","£50.85m",28,"2014-01-01"
"Ipswich Town","£11.41m",24,"2014-01-01"
"Blackpool FC","£16.16m",24,"2014-01-01"
"Sunderland AFC","£101.84m",28,"2014-01-01"
"Charlton Athletic","£10.58m",25,"2014-01-01"
"Shrewsbury Town","£3.04m",23,"2014-01-01"
"Fleetwood Town","£2.77m",28,"2014-01-01"
"Milton Keynes Dons","£5.49m",22,"2014-01-01"
"Oxford United","£2.36m",27,"2014-01-01"
"Wigan Athletic","£50.72m",28,"2014-01-01"
"Swindon Town","£4.10m",31,"2014-01-01"
"Doncaster Rovers","£7.56m",25,"2014-01-01"
"Portsmouth FC","£3.62m",23,"2014-01-01"
"Burton Albion","£2.48m",21,"2014-01-01"
"Gillingham FC","£3.31m",29,"2014-01-01"
"Bristol Rovers","£1.98m",26,"2014-01-01"
"Northampton Town","£4.59m",30,"2014-01-01"
"Plymouth Argyle","£3.33m",26,"2014-01-01"
"Lincoln City","£495Th.",21,"2014-01-01"
"Peterborough United","£8.28m",26,"2014-01-01"
"Rochdale AFC","£2.61m",28,"2014-01-01"
"Crewe Alexandra","£2.25m",29,"2014-01-01"
"AFC Wimbledon","£2.09m",24,"2014-01-01"
"Accrington Stanley","£1.80m",24,"2014-01-01"
