"","Team","Value","Squad size","Date"
"1","Hull City","€26.15m",28,"2011-09-01"
"2","Ipswich Town","€29.55m",29,"2011-09-01"
"3","Blackpool FC","€28.20m",30,"2011-09-01"
"4","Sunderland AFC","€119.20m",30,"2011-09-01"
"5","Shrewsbury Town","€3.60m",20,"2011-09-01"
"6","Charlton Athletic","€10.48m",30,"2011-09-01"
"7","Fleetwood Town","€900Th.",33,"2011-09-01"
"8","Milton Keynes Dons","€5.78m",23,"2011-09-01"
"9","Oxford United","€5.25m",23,"2011-09-01"
"10","Wigan Athletic","€70.80m",26,"2011-09-01"
"11","Swindon Town","€6.20m",30,"2011-09-01"
"12","Doncaster Rovers","€12.55m",29,"2011-09-01"
"13","Portsmouth FC","€26.53m",23,"2011-09-01"
"14","Burton Albion","€3.35m",25,"2011-09-01"
"15","Gillingham FC","€3.35m",26,"2011-09-01"
"16","Bristol Rovers","€4.55m",27,"2011-09-01"
"17","Plymouth Argyle","€3.68m",24,"2011-09-01"
"18","Northampton Town","€3.63m",27,"2011-09-01"
"19","Lincoln City","€1.53m",21,"2011-09-01"
"20","Peterborough United","€6.93m",27,"2011-09-01"
"21","Rochdale AFC","€3.93m",23,"2011-09-01"
"22","Crewe Alexandra","€975Th.",24,"2011-09-01"
"23","AFC Wimbledon","€775Th.",23,"2011-09-01"
"24","Accrington Stanley","€1.88m",22,"2011-09-01"
