"Team","Value","Squad size","Date"
"Liverpool FC","£328.82m",31,"2016-05-15"
"Manchester City","£451.58m",24,"2016-05-15"
"Chelsea FC","£446.18m",26,"2016-05-15"
"Manchester United","£376.43m",30,"2016-05-15"
"Tottenham Hotspur","£281.25m",22,"2016-05-15"
"Arsenal FC","£396.00m",28,"2016-05-15"
"Everton FC","£210.60m",27,"2016-05-15"
"Leicester City","£114.30m",23,"2016-05-15"
"Wolverhampton Wanderers","£21.29m",27,"2016-05-15"
"Aston Villa","£94.73m",25,"2016-05-15"
"West Ham United","£154.80m",25,"2016-05-15"
"Newcastle United","£161.10m",29,"2016-05-15"
"Brighton & Hove Albion","£31.28m",28,"2016-05-15"
"Southampton FC","£186.08m",26,"2016-05-15"
"Fulham FC","£36.36m",27,"2016-05-15"
"Crystal Palace","£113.18m",28,"2016-05-15"
"Leeds United","£21.33m",23,"2016-05-15"
"Sheffield United","£10.37m",28,"2016-05-15"
"Burnley FC","£44.78m",26,"2016-05-15"
"West Bromwich Albion","£90.90m",23,"2016-05-15"
