"","Team","Value","Squad size","Date"
"1","Hull City","€61.65m",25,"2014-05-01"
"2","Ipswich Town","€14.83m",24,"2014-05-01"
"3","Blackpool FC","€15.48m",26,"2014-05-01"
"4","Sunderland AFC","€102.00m",26,"2014-05-01"
"5","Shrewsbury Town","€3.50m",25,"2014-05-01"
"6","Charlton Athletic","€15.85m",30,"2014-05-01"
"7","Fleetwood Town","€4.03m",29,"2014-05-01"
"8","Milton Keynes Dons","€5.45m",22,"2014-05-01"
"9","Oxford United","€2.78m",28,"2014-05-01"
"10","Wigan Athletic","€57.95m",31,"2014-05-01"
"11","Swindon Town","€4.90m",34,"2014-05-01"
"12","Doncaster Rovers","€10.00m",23,"2014-05-01"
"13","Portsmouth FC","€5.20m",30,"2014-05-01"
"14","Burton Albion","€2.74m",22,"2014-05-01"
"15","Gillingham FC","€4.15m",30,"2014-05-01"
"16","Bristol Rovers","€2.93m",26,"2014-05-01"
"17","Plymouth Argyle","€3.08m",25,"2014-05-01"
"18","Northampton Town","€4.58m",31,"2014-05-01"
"19","Lincoln City","€725Th.",22,"2014-05-01"
"20","Peterborough United","€6.90m",25,"2014-05-01"
"21","Rochdale AFC","€2.43m",28,"2014-05-01"
"22","Crewe Alexandra","€2.13m",24,"2014-05-01"
"23","AFC Wimbledon","€2.30m",27,"2014-05-01"
"24","Accrington Stanley","€2.20m",25,"2014-05-01"
