"Team","Value","Squad size","Date"
"Hull City","£58.77m",31,"2018-02-15"
"Ipswich Town","£19.04m",29,"2018-02-15"
"Blackpool FC","£4.03m",28,"2018-02-15"
"Sunderland AFC","£47.25m",28,"2018-02-15"
"Shrewsbury Town","£3.08m",27,"2018-02-15"
"Charlton Athletic","£8.55m",25,"2018-02-15"
"Fleetwood Town","£4.48m",25,"2018-02-15"
"Milton Keynes Dons","£7.29m",27,"2018-02-15"
"Oxford United","£7.22m",28,"2018-02-15"
"Wigan Athletic","£11.30m",30,"2018-02-15"
"Swindon Town","£2.93m",27,"2018-02-15"
"Doncaster Rovers","£3.26m",26,"2018-02-15"
"Portsmouth FC","£5.29m",26,"2018-02-15"
"Burton Albion","£8.78m",24,"2018-02-15"
"Gillingham FC","£3.62m",30,"2018-02-15"
"Bristol Rovers","£3.26m",25,"2018-02-15"
"Plymouth Argyle","£4.01m",28,"2018-02-15"
"Northampton Town","£7.38m",31,"2018-02-15"
"Lincoln City","£2.95m",25,"2018-02-15"
"Peterborough United","£4.66m",26,"2018-02-15"
"Rochdale AFC","£3.96m",28,"2018-02-15"
"Crewe Alexandra","£2.21m",30,"2018-02-15"
"AFC Wimbledon","£3.78m",28,"2018-02-15"
"Accrington Stanley","£1.73m",24,"2018-02-15"
