"Team","Value","Squad size","Date"
"Hull City","£80.78m",26,"2015-04-01"
"Ipswich Town","£22.46m",26,"2015-04-01"
"Blackpool FC","£7.76m",28,"2015-04-01"
"Sunderland AFC","£76.28m",23,"2015-04-01"
"Charlton Athletic","£20.93m",30,"2015-04-01"
"Shrewsbury Town","£3.47m",24,"2015-04-01"
"Fleetwood Town","£3.51m",29,"2015-04-01"
"Milton Keynes Dons","£10.17m",25,"2015-04-01"
"Oxford United","£2.18m",26,"2015-04-01"
"Wigan Athletic","£26.01m",27,"2015-04-01"
"Swindon Town","£5.81m",25,"2015-04-01"
"Doncaster Rovers","£4.73m",24,"2015-04-01"
"Portsmouth FC","£4.91m",29,"2015-04-01"
"Burton Albion","£2.91m",29,"2015-04-01"
"Gillingham FC","£2.43m",25,"2015-04-01"
"Bristol Rovers","£1.64m",25,"2015-04-01"
"Northampton Town","£3.96m",26,"2015-04-01"
"Plymouth Argyle","£1.96m",25,"2015-04-01"
"Lincoln City","£585Th.",25,"2015-04-01"
"Peterborough United","£4.97m",24,"2015-04-01"
"Rochdale AFC","£3.49m",26,"2015-04-01"
"Crewe Alexandra","£3.31m",27,"2015-04-01"
"AFC Wimbledon","£1.46m",25,"2015-04-01"
"Accrington Stanley","£1.28m",28,"2015-04-01"
