"Team","Value","Squad size","Date"
"Salford City","£1.53m",25,"2018-07-15"
"Southend United","£5.20m",27,"2018-07-15"
"Bolton Wanderers","£11.16m",19,"2018-07-15"
"Oldham Athletic","£4.79m",22,"2018-07-15"
"Tranmere Rovers","£1.19m",24,"2018-07-15"
"Morecambe FC","£2.00m",24,"2018-07-15"
"Grimsby Town","£2.18m",22,"2018-07-15"
"Colchester United","£1.60m",23,"2018-07-15"
"Leyton Orient","£2.03m",23,"2018-07-15"
"Mansfield Town","£3.98m",23,"2018-07-15"
"Bradford City","£3.74m",27,"2018-07-15"
"Scunthorpe United","£3.78m",21,"2018-07-15"
"Barrow AFC","£1.04m",20,"2018-07-15"
"Port Vale FC","£2.14m",26,"2018-07-15"
"Cheltenham Town","£1.71m",19,"2018-07-15"
"Exeter City","£2.77m",26,"2018-07-15"
"Carlisle United","£1.89m",20,"2018-07-15"
"Crawley Town","£1.78m",17,"2018-07-15"
"Newport County","£1.60m",19,"2018-07-15"
"Walsall FC","£1.71m",21,"2018-07-15"
"Forest Green Rovers","£2.93m",23,"2018-07-15"
"Stevenage FC","£1.73m",24,"2018-07-15"
"Cambridge United","£2.07m",27,"2018-07-15"
"Harrogate Town","£720Th.",26,"2018-07-15"
