"","Team","Value","Squad size","Date"
"1","Liverpool FC","€1.10bn",28,"2020-10-15"
"2","Manchester City","€1.08bn",26,"2020-10-15"
"3","Chelsea FC","€844.90m",29,"2020-10-15"
"4","Manchester United","€799.85m",30,"2020-10-15"
"5","Tottenham Hotspur","€733.55m",29,"2020-10-15"
"6","Arsenal FC","€631.95m",31,"2020-10-15"
"7","Everton FC","€514.90m",32,"2020-10-15"
"8","Leicester City","€477.20m",29,"2020-10-15"
"9","Wolverhampton Wanderers","€391.90m",24,"2020-10-15"
"10","Aston Villa","€311.80m",26,"2020-10-15"
"11","West Ham United","€265.95m",22,"2020-10-15"
"12","Newcastle United","€272.10m",31,"2020-10-15"
"13","Southampton FC","€223.30m",27,"2020-10-15"
"14","Brighton & Hove Albion","€225.30m",27,"2020-10-15"
"15","Fulham FC","€217.25m",32,"2020-10-15"
"16","Crystal Palace","€221.23m",29,"2020-10-15"
"17","Leeds United","€183.18m",30,"2020-10-15"
"18","Sheffield United","€176.05m",31,"2020-10-15"
"19","Burnley FC","€152.08m",25,"2020-10-15"
"20","West Bromwich Albion","€105.55m",28,"2020-10-15"
