"","Team","Value","Squad size","Date"
"1","Hull City","€61.50m",24,"2014-02-15"
"2","Ipswich Town","€13.05m",22,"2014-02-15"
"3","Blackpool FC","€15.48m",28,"2014-02-15"
"4","Sunderland AFC","€102.00m",26,"2014-02-15"
"5","Shrewsbury Town","€4.55m",26,"2014-02-15"
"6","Charlton Athletic","€15.50m",25,"2014-02-15"
"7","Fleetwood Town","€2.83m",27,"2014-02-15"
"8","Milton Keynes Dons","€6.13m",21,"2014-02-15"
"9","Oxford United","€2.78m",29,"2014-02-15"
"10","Wigan Athletic","€54.25m",28,"2014-02-15"
"11","Swindon Town","€4.50m",35,"2014-02-15"
"12","Doncaster Rovers","€10.25m",24,"2014-02-15"
"13","Portsmouth FC","€4.70m",27,"2014-02-15"
"14","Burton Albion","€3.49m",23,"2014-02-15"
"15","Gillingham FC","€4.28m",32,"2014-02-15"
"16","Bristol Rovers","€2.93m",27,"2014-02-15"
"17","Plymouth Argyle","€3.08m",26,"2014-02-15"
"18","Northampton Town","€4.28m",32,"2014-02-15"
"19","Lincoln City","€725Th.",24,"2014-02-15"
"20","Peterborough United","€6.18m",24,"2014-02-15"
"21","Rochdale AFC","€2.35m",27,"2014-02-15"
"22","Crewe Alexandra","€2.13m",24,"2014-02-15"
"23","AFC Wimbledon","€2.30m",25,"2014-02-15"
"24","Accrington Stanley","€2.20m",24,"2014-02-15"
