"Team","Value","Squad size","Date"
"Liverpool FC","£397.08m",32,"2016-08-15"
"Manchester City","£530.55m",28,"2016-08-15"
"Chelsea FC","£487.58m",34,"2016-08-15"
"Manchester United","£489.38m",32,"2016-08-15"
"Tottenham Hotspur","£347.85m",25,"2016-08-15"
"Arsenal FC","£436.50m",33,"2016-08-15"
"Everton FC","£204.53m",28,"2016-08-15"
"Leicester City","£178.20m",29,"2016-08-15"
"Wolverhampton Wanderers","£22.77m",28,"2016-08-15"
"Aston Villa","£88.16m",26,"2016-08-15"
"West Ham United","£209.03m",28,"2016-08-15"
"Newcastle United","£148.28m",34,"2016-08-15"
"Brighton & Hove Albion","£34.20m",26,"2016-08-15"
"Southampton FC","£167.18m",25,"2016-08-15"
"Fulham FC","£29.88m",22,"2016-08-15"
"Crystal Palace","£128.03m",26,"2016-08-15"
"Leeds United","£19.08m",25,"2016-08-15"
"Sheffield United","£6.89m",26,"2016-08-15"
"Burnley FC","£59.85m",26,"2016-08-15"
"West Bromwich Albion","£81.32m",21,"2016-08-15"
