"Team","Value","Squad size","Date"
"Liverpool FC","£1.06bn",23,"2019-12-15"
"Manchester City","£1.17bn",23,"2019-12-15"
"Chelsea FC","£758.48m",25,"2019-12-15"
"Manchester United","£673.43m",26,"2019-12-15"
"Tottenham Hotspur","£863.55m",25,"2019-12-15"
"Arsenal FC","£609.98m",25,"2019-12-15"
"Everton FC","£446.13m",26,"2019-12-15"
"Leicester City","£454.95m",27,"2019-12-15"
"Wolverhampton Wanderers","£322.02m",24,"2019-12-15"
"Aston Villa","£225.45m",25,"2019-12-15"
"West Ham United","£301.73m",24,"2019-12-15"
"Newcastle United","£242.39m",29,"2019-12-15"
"Brighton & Hove Albion","£195.53m",26,"2019-12-15"
"Southampton FC","£202.50m",22,"2019-12-15"
"Crystal Palace","£200.30m",24,"2019-12-15"
"Fulham FC","£119.03m",26,"2019-12-15"
"Leeds United","£84.60m",26,"2019-12-15"
"Sheffield United","£104.45m",26,"2019-12-15"
"Burnley FC","£175.28m",24,"2019-12-15"
"West Bromwich Albion","£77.22m",26,"2019-12-15"
