"Team","Value","Squad size","Date"
"Salford City","£1.10m",25,"2016-08-01"
"Southend United","£2.70m",18,"2016-08-01"
"Bolton Wanderers","£9.34m",23,"2016-08-01"
"Oldham Athletic","£3.96m",24,"2016-08-01"
"Tranmere Rovers","£990Th.",21,"2016-08-01"
"Morecambe FC","£1.33m",18,"2016-08-01"
"Grimsby Town","£1.71m",22,"2016-08-01"
"Colchester United","£2.61m",23,"2016-08-01"
"Leyton Orient","£5.02m",25,"2016-08-01"
"Mansfield Town","£1.67m",21,"2016-08-01"
"Bradford City","£4.36m",22,"2016-08-01"
"Scunthorpe United","£4.25m",25,"2016-08-01"
"Barrow AFC","£585Th.",19,"2016-08-01"
"Port Vale FC","£3.85m",27,"2016-08-01"
"Cheltenham Town","£855Th.",19,"2016-08-01"
"Exeter City","£3.20m",28,"2016-08-01"
"Carlisle United","£1.98m",21,"2016-08-01"
"Crawley Town","£2.32m",21,"2016-08-01"
"Newport County","£1.98m",23,"2016-08-01"
"Walsall FC","£2.54m",21,"2016-08-01"
"Forest Green Rovers","£2.03m",26,"2016-08-01"
"Stevenage FC","£1.71m",23,"2016-08-01"
"Cambridge United","£1.98m",23,"2016-08-01"
"Harrogate Town","£3.11m",51,"2016-08-01"
