"","Team","Value","Squad size","Date"
"1","Salford City","-",NA,"2011-08-01"
"2","Southend United","€4.53m",26,"2011-08-01"
"3","Bolton Wanderers","€81.35m",25,"2011-08-01"
"4","Oldham Athletic","€3.93m",24,"2011-08-01"
"5","Tranmere Rovers","€2.28m",18,"2011-08-01"
"6","Morecambe FC","€2.80m",23,"2011-08-01"
"7","Grimsby Town","€1.75m",21,"2011-08-01"
"8","Colchester United","€5.83m",24,"2011-08-01"
"9","Leyton Orient","€4.95m",22,"2011-08-01"
"10","Mansfield Town","€2.63m",37,"2011-08-01"
"11","Bradford City","€2.63m",29,"2011-08-01"
"12","Scunthorpe United","€5.40m",25,"2011-08-01"
"13","Barrow AFC","€450Th.",15,"2011-08-01"
"14","Port Vale FC","€2.28m",22,"2011-08-01"
"15","Cheltenham Town","€2.05m",21,"2011-08-01"
"16","Exeter City","€3.85m",25,"2011-08-01"
"17","Carlisle United","€5.00m",21,"2011-08-01"
"18","Crawley Town","€2.05m",23,"2011-08-01"
"19","Newport County","€800Th.",15,"2011-08-01"
"20","Cambridge United","€1.05m",29,"2011-08-01"
"21","Walsall FC","€5.13m",24,"2011-08-01"
"22","Forest Green Rovers","€1.05m",19,"2011-08-01"
"23","Stevenage FC","€3.23m",26,"2011-08-01"
"24","Harrogate Town","€800Th.",20,"2011-08-01"
