"Team","Value","Squad size","Date"
"Salford City","£720Th.",15,"2015-10-15"
"Southend United","£3.60m",26,"2015-10-15"
"Bolton Wanderers","£18.09m",30,"2015-10-15"
"Oldham Athletic","£6.14m",33,"2015-10-15"
"Tranmere Rovers","£1.22m",27,"2015-10-15"
"Morecambe FC","£1.64m",24,"2015-10-15"
"Grimsby Town","£1.37m",22,"2015-10-15"
"Colchester United","£5.51m",30,"2015-10-15"
"Leyton Orient","£3.47m",23,"2015-10-15"
"Mansfield Town","£2.52m",25,"2015-10-15"
"Bradford City","£7.92m",29,"2015-10-15"
"Scunthorpe United","£4.97m",25,"2015-10-15"
"Barrow AFC","£1.22m",22,"2015-10-15"
"Port Vale FC","£3.22m",27,"2015-10-15"
"Cheltenham Town","£563Th.",27,"2015-10-15"
"Exeter City","£3.92m",26,"2015-10-15"
"Carlisle United","£1.98m",23,"2015-10-15"
"Crawley Town","£2.72m",23,"2015-10-15"
"Newport County","£1.22m",24,"2015-10-15"
"Walsall FC","£3.44m",23,"2015-10-15"
"Forest Green Rovers","£1.82m",24,"2015-10-15"
"Stevenage FC","£2.23m",30,"2015-10-15"
"Cambridge United","£2.36m",26,"2015-10-15"
"Harrogate Town","£2.77m",44,"2015-10-15"
