"","Team","Value","Squad size","Date"
"1","Liverpool FC","€241.50m",23,"2011-03-15"
"2","Manchester City","€366.75m",26,"2011-03-15"
"3","Chelsea FC","€408.50m",22,"2011-03-15"
"4","Manchester United","€374.70m",28,"2011-03-15"
"5","Tottenham Hotspur","€283.00m",27,"2011-03-15"
"6","Arsenal FC","€314.50m",25,"2011-03-15"
"7","Everton FC","€158.00m",19,"2011-03-15"
"8","Leicester City","€37.80m",29,"2011-03-15"
"9","Wolverhampton Wanderers","€74.05m",28,"2011-03-15"
"10","Aston Villa","€149.05m",24,"2011-03-15"
"11","West Ham United","€124.00m",30,"2011-03-15"
"12","Newcastle United","€92.98m",29,"2011-03-15"
"13","Southampton FC","€17.08m",30,"2011-03-15"
"14","Brighton & Hove Albion","€6.53m",28,"2011-03-15"
"15","Fulham FC","€100.75m",26,"2011-03-15"
"16","Crystal Palace","€20.13m",30,"2011-03-15"
"17","Leeds United","€26.43m",27,"2011-03-15"
"18","Sheffield United","€24.53m",36,"2011-03-15"
"19","Burnley FC","€37.88m",31,"2011-03-15"
"20","West Bromwich Albion","€76.25m",24,"2011-03-15"
