"","Team","Value","Squad size","Date"
"1","Salford City","€100Th.",4,"2013-12-15"
"2","Southend United","€3.28m",25,"2013-12-15"
"3","Bolton Wanderers","€42.20m",28,"2013-12-15"
"4","Oldham Athletic","€5.28m",29,"2013-12-15"
"5","Tranmere Rovers","€4.65m",27,"2013-12-15"
"6","Morecambe FC","€2.18m",22,"2013-12-15"
"7","Grimsby Town","€1.13m",21,"2013-12-15"
"8","Colchester United","€4.53m",27,"2013-12-15"
"9","Leyton Orient","€4.83m",23,"2013-12-15"
"10","Mansfield Town","€1.55m",30,"2013-12-15"
"11","Bradford City","€7.25m",24,"2013-12-15"
"12","Scunthorpe United","€4.15m",27,"2013-12-15"
"13","Barrow AFC","€575Th.",22,"2013-12-15"
"14","Port Vale FC","€3.78m",24,"2013-12-15"
"15","Cheltenham Town","€2.08m",23,"2013-12-15"
"16","Exeter City","€3.78m",25,"2013-12-15"
"17","Carlisle United","€5.20m",27,"2013-12-15"
"18","Crawley Town","€2.90m",22,"2013-12-15"
"19","Newport County","€1.45m",25,"2013-12-15"
"20","Cambridge United","€900Th.",28,"2013-12-15"
"21","Walsall FC","€3.25m",26,"2013-12-15"
"22","Forest Green Rovers","€1.28m",29,"2013-12-15"
"23","Stevenage FC","€4.20m",26,"2013-12-15"
"24","Harrogate Town","€1.73m",34,"2013-12-15"
