"Team","Value","Squad size","Date"
"Salford City","£608Th.",11,"2015-06-01"
"Bolton Wanderers","£22.43m",35,"2015-06-01"
"Oldham Athletic","£3.87m",24,"2015-06-01"
"Barrow AFC","£765Th.",19,"2015-06-01"
"Morecambe FC","£1.82m",25,"2015-06-01"
"Mansfield Town","£1.55m",26,"2015-06-01"
"Tranmere Rovers","£3.31m",23,"2015-06-01"
"Grimsby Town","£900Th.",22,"2015-06-01"
"Leyton Orient","£6.08m",26,"2015-06-01"
"Colchester United","£2.77m",27,"2015-06-01"
"Scunthorpe United","£4.66m",29,"2015-06-01"
"Bradford City","£4.46m",22,"2015-06-01"
"Port Vale FC","£3.06m",26,"2015-06-01"
"Crawley Town","£4.01m",25,"2015-06-01"
"Exeter City","£3.29m",27,"2015-06-01"
"Newport County","£1.08m",22,"2015-06-01"
"Southend United","£2.68m",24,"2015-06-01"
"Cheltenham Town","£1.91m",23,"2015-06-01"
"Cambridge United","£2.03m",25,"2015-06-01"
"Carlisle United","£3.33m",25,"2015-06-01"
"Stevenage FC","£2.12m",29,"2015-06-01"
"Forest Green Rovers","£1.64m",25,"2015-06-01"
"Walsall FC","£2.81m",25,"2015-06-01"
"Harrogate Town","£2.45m",43,"2015-06-01"
