"","Team","Value","Squad size","Date"
"1","Liverpool FC","€993.95m",30,"2020-07-01"
"2","Manchester City","€1.06bn",35,"2020-07-01"
"3","Chelsea FC","€727.80m",32,"2020-07-01"
"4","Manchester United","€655.98m",30,"2020-07-01"
"5","Tottenham Hotspur","€701.00m",26,"2020-07-01"
"6","Arsenal FC","€591.75m",28,"2020-07-01"
"7","Everton FC","€429.65m",31,"2020-07-01"
"8","Leicester City","€428.55m",32,"2020-07-01"
"9","Wolverhampton Wanderers","€298.00m",28,"2020-07-01"
"10","Aston Villa","€217.55m",29,"2020-07-01"
"11","West Ham United","€294.15m",26,"2020-07-01"
"12","Newcastle United","€244.58m",33,"2020-07-01"
"13","Southampton FC","€208.30m",28,"2020-07-01"
"14","Brighton & Hove Albion","€194.90m",31,"2020-07-01"
"15","Fulham FC","€105.60m",27,"2020-07-01"
"16","Crystal Palace","€173.25m",23,"2020-07-01"
"17","Leeds United","€71.70m",32,"2020-07-01"
"18","Sheffield United","€127.20m",31,"2020-07-01"
"19","Burnley FC","€158.75m",24,"2020-07-01"
"20","West Bromwich Albion","€61.23m",25,"2020-07-01"
