"","Team","Value","Squad size","Date"
"1","Hull City","€77.85m",25,"2016-09-01"
"2","Ipswich Town","€18.80m",27,"2016-09-01"
"3","Blackpool FC","€3.53m",27,"2016-09-01"
"4","Sunderland AFC","€92.75m",25,"2016-09-01"
"5","Shrewsbury Town","€5.48m",27,"2016-09-01"
"6","Charlton Athletic","€13.90m",30,"2016-09-01"
"7","Fleetwood Town","€4.78m",29,"2016-09-01"
"8","Milton Keynes Dons","€6.70m",27,"2016-09-01"
"9","Oxford United","€4.55m",30,"2016-09-01"
"10","Wigan Athletic","€20.58m",29,"2016-09-01"
"11","Swindon Town","€4.18m",25,"2016-09-01"
"12","Doncaster Rovers","€3.78m",27,"2016-09-01"
"13","Portsmouth FC","€4.05m",29,"2016-09-01"
"14","Burton Albion","€9.08m",26,"2016-09-01"
"15","Gillingham FC","€6.13m",29,"2016-09-01"
"16","Bristol Rovers","€3.08m",32,"2016-09-01"
"17","Plymouth Argyle","€4.18m",24,"2016-09-01"
"18","Northampton Town","€5.75m",26,"2016-09-01"
"19","Lincoln City","€825Th.",24,"2016-09-01"
"20","Peterborough United","€3.98m",25,"2016-09-01"
"21","Rochdale AFC","€4.33m",28,"2016-09-01"
"22","Crewe Alexandra","€2.48m",21,"2016-09-01"
"23","AFC Wimbledon","€2.78m",25,"2016-09-01"
"24","Accrington Stanley","€2.90m",29,"2016-09-01"
