"","Team","Value","Squad size","Date"
"1","Hull City","€27.30m",26,"2012-09-15"
"2","Ipswich Town","€15.20m",23,"2012-09-15"
"3","Blackpool FC","€25.43m",35,"2012-09-15"
"4","Sunderland AFC","€114.50m",23,"2012-09-15"
"5","Shrewsbury Town","€4.50m",22,"2012-09-15"
"6","Charlton Athletic","€9.38m",28,"2012-09-15"
"7","Fleetwood Town","€2.98m",30,"2012-09-15"
"8","Milton Keynes Dons","€6.85m",20,"2012-09-15"
"9","Oxford United","€4.50m",27,"2012-09-15"
"10","Wigan Athletic","€71.00m",23,"2012-09-15"
"11","Swindon Town","€5.13m",25,"2012-09-15"
"12","Doncaster Rovers","€7.40m",19,"2012-09-15"
"13","Portsmouth FC","€6.65m",25,"2012-09-15"
"14","Burton Albion","€2.81m",24,"2012-09-15"
"15","Gillingham FC","€3.10m",28,"2012-09-15"
"16","Bristol Rovers","€4.60m",27,"2012-09-15"
"17","Plymouth Argyle","€3.55m",28,"2012-09-15"
"18","Northampton Town","€3.53m",23,"2012-09-15"
"19","Lincoln City","€1.08m",29,"2012-09-15"
"20","Peterborough United","€9.18m",28,"2012-09-15"
"21","Rochdale AFC","€2.13m",25,"2012-09-15"
"22","Crewe Alexandra","€1.10m",23,"2012-09-15"
"23","AFC Wimbledon","€1.53m",25,"2012-09-15"
"24","Accrington Stanley","€1.55m",24,"2012-09-15"
