"","Team","Value","Squad size","Date"
"1","Liverpool FC","€244.00m",24,"2012-01-01"
"2","Manchester City","€433.50m",25,"2012-01-01"
"3","Chelsea FC","€421.00m",26,"2012-01-01"
"4","Manchester United","€405.30m",28,"2012-01-01"
"5","Tottenham Hotspur","€274.55m",26,"2012-01-01"
"6","Arsenal FC","€291.30m",31,"2012-01-01"
"7","Everton FC","€141.50m",23,"2012-01-01"
"8","Leicester City","€38.90m",26,"2012-01-01"
"9","Wolverhampton Wanderers","€72.75m",22,"2012-01-01"
"10","Aston Villa","€131.05m",23,"2012-01-01"
"11","West Ham United","€73.90m",28,"2012-01-01"
"12","Newcastle United","€104.00m",27,"2012-01-01"
"13","Southampton FC","€18.73m",29,"2012-01-01"
"14","Brighton & Hove Albion","€10.43m",28,"2012-01-01"
"15","Fulham FC","€111.50m",29,"2012-01-01"
"16","Crystal Palace","€21.53m",33,"2012-01-01"
"17","Leeds United","€22.40m",27,"2012-01-01"
"18","Sheffield United","€16.90m",29,"2012-01-01"
"19","Burnley FC","€24.35m",24,"2012-01-01"
"20","West Bromwich Albion","€76.00m",23,"2012-01-01"
