"Team","Value","Squad size","Date"
"Liverpool FC","£339.03m",27,"2017-02-01"
"Manchester City","£486.23m",24,"2017-02-01"
"Chelsea FC","£430.92m",26,"2017-02-01"
"Manchester United","£445.50m",24,"2017-02-01"
"Tottenham Hotspur","£333.00m",24,"2017-02-01"
"Arsenal FC","£440.55m",28,"2017-02-01"
"Everton FC","£220.37m",26,"2017-02-01"
"Leicester City","£191.07m",25,"2017-02-01"
"Wolverhampton Wanderers","£40.01m",27,"2017-02-01"
"Aston Villa","£76.28m",27,"2017-02-01"
"West Ham United","£187.56m",27,"2017-02-01"
"Newcastle United","£118.44m",29,"2017-02-01"
"Southampton FC","£193.50m",28,"2017-02-01"
"Brighton & Hove Albion","£40.91m",26,"2017-02-01"
"Fulham FC","£44.33m",23,"2017-02-01"
"Crystal Palace","£160.88m",27,"2017-02-01"
"Leeds United","£31.64m",26,"2017-02-01"
"Sheffield United","£7.02m",26,"2017-02-01"
"Burnley FC","£69.75m",24,"2017-02-01"
"West Bromwich Albion","£83.34m",20,"2017-02-01"
