"","Team","Value","Squad size","Date"
"1","Hull City","€89.75m",26,"2015-05-15"
"2","Ipswich Town","€23.95m",25,"2015-05-15"
"3","Blackpool FC","€6.93m",25,"2015-05-15"
"4","Sunderland AFC","€84.75m",23,"2015-05-15"
"5","Shrewsbury Town","€3.85m",25,"2015-05-15"
"6","Charlton Athletic","€23.25m",30,"2015-05-15"
"7","Fleetwood Town","€3.95m",30,"2015-05-15"
"8","Milton Keynes Dons","€11.30m",25,"2015-05-15"
"9","Oxford United","€2.43m",27,"2015-05-15"
"10","Wigan Athletic","€28.30m",25,"2015-05-15"
"11","Swindon Town","€6.28m",25,"2015-05-15"
"12","Doncaster Rovers","€4.75m",24,"2015-05-15"
"13","Portsmouth FC","€4.90m",27,"2015-05-15"
"14","Burton Albion","€2.74m",25,"2015-05-15"
"15","Gillingham FC","€2.70m",26,"2015-05-15"
"16","Bristol Rovers","€1.88m",25,"2015-05-15"
"17","Plymouth Argyle","€1.93m",24,"2015-05-15"
"18","Northampton Town","€4.40m",26,"2015-05-15"
"19","Lincoln City","€600Th.",23,"2015-05-15"
"20","Peterborough United","€5.58m",23,"2015-05-15"
"21","Rochdale AFC","€3.63m",25,"2015-05-15"
"22","Crewe Alexandra","€3.68m",29,"2015-05-15"
"23","AFC Wimbledon","€1.63m",27,"2015-05-15"
"24","Accrington Stanley","€1.43m",28,"2015-05-15"
