"Team","Value","Squad size","Date"
"Liverpool FC","£208.80m",23,"2013-01-15"
"Manchester City","£450.00m",26,"2013-01-15"
"Chelsea FC","£350.10m",24,"2013-01-15"
"Manchester United","£391.50m",26,"2013-01-15"
"Tottenham Hotspur","£239.40m",26,"2013-01-15"
"Arsenal FC","£247.28m",25,"2013-01-15"
"Everton FC","£112.50m",22,"2013-01-15"
"Leicester City","£24.89m",26,"2013-01-15"
"Wolverhampton Wanderers","£62.19m",31,"2013-01-15"
"Aston Villa","£108.23m",28,"2013-01-15"
"West Ham United","£93.11m",27,"2013-01-15"
"Newcastle United","£141.30m",28,"2013-01-15"
"Brighton & Hove Albion","£21.98m",32,"2013-01-15"
"Southampton FC","£63.23m",27,"2013-01-15"
"Crystal Palace","£16.70m",28,"2013-01-15"
"Fulham FC","£74.93m",25,"2013-01-15"
"Leeds United","£21.17m",31,"2013-01-15"
"Sheffield United","£9.00m",29,"2013-01-15"
"Burnley FC","£18.43m",30,"2013-01-15"
"West Bromwich Albion","£73.13m",26,"2013-01-15"
