"","Team","Value","Squad size","Date"
"1","Hull City","€25.90m",27,"2011-11-15"
"2","Ipswich Town","€32.25m",29,"2011-11-15"
"3","Blackpool FC","€27.85m",28,"2011-11-15"
"4","Sunderland AFC","€107.70m",27,"2011-11-15"
"5","Shrewsbury Town","€3.75m",22,"2011-11-15"
"6","Charlton Athletic","€10.78m",28,"2011-11-15"
"7","Fleetwood Town","€750Th.",32,"2011-11-15"
"8","Milton Keynes Dons","€7.85m",27,"2011-11-15"
"9","Oxford United","€5.23m",26,"2011-11-15"
"10","Wigan Athletic","€67.80m",24,"2011-11-15"
"11","Swindon Town","€5.23m",29,"2011-11-15"
"12","Doncaster Rovers","€20.60m",31,"2011-11-15"
"13","Portsmouth FC","€25.48m",20,"2011-11-15"
"14","Burton Albion","€3.45m",30,"2011-11-15"
"15","Gillingham FC","€4.35m",28,"2011-11-15"
"16","Bristol Rovers","€4.20m",26,"2011-11-15"
"17","Plymouth Argyle","€3.60m",25,"2011-11-15"
"18","Northampton Town","€3.75m",29,"2011-11-15"
"19","Lincoln City","€2.03m",29,"2011-11-15"
"20","Peterborough United","€6.80m",23,"2011-11-15"
"21","Rochdale AFC","€4.73m",27,"2011-11-15"
"22","Crewe Alexandra","€1.00m",26,"2011-11-15"
"23","AFC Wimbledon","€775Th.",25,"2011-11-15"
"24","Accrington Stanley","€2.28m",27,"2011-11-15"
