"","Team","Value","Squad size","Date"
"1","Hull City","€18.55m",29,"2012-06-01"
"2","Ipswich Town","€16.95m",24,"2012-06-01"
"3","Blackpool FC","€20.68m",30,"2012-06-01"
"4","Sunderland AFC","€106.25m",26,"2012-06-01"
"5","Shrewsbury Town","€3.50m",19,"2012-06-01"
"6","Charlton Athletic","€8.78m",25,"2012-06-01"
"7","Fleetwood Town","€825Th.",32,"2012-06-01"
"8","Milton Keynes Dons","€4.65m",19,"2012-06-01"
"9","Oxford United","€4.50m",24,"2012-06-01"
"10","Wigan Athletic","€73.00m",26,"2012-06-01"
"11","Swindon Town","€3.98m",27,"2012-06-01"
"12","Doncaster Rovers","€13.58m",31,"2012-06-01"
"13","Portsmouth FC","€17.90m",26,"2012-06-01"
"14","Burton Albion","€2.70m",23,"2012-06-01"
"15","Gillingham FC","€3.60m",28,"2012-06-01"
"16","Bristol Rovers","€4.70m",25,"2012-06-01"
"17","Plymouth Argyle","€4.73m",27,"2012-06-01"
"18","Northampton Town","€4.13m",24,"2012-06-01"
"19","Lincoln City","€2.23m",35,"2012-06-01"
"20","Peterborough United","€8.48m",20,"2012-06-01"
"21","Rochdale AFC","€4.13m",27,"2012-06-01"
"22","Crewe Alexandra","€1.20m",27,"2012-06-01"
"23","AFC Wimbledon","€825Th.",24,"2012-06-01"
"24","Accrington Stanley","€1.43m",17,"2012-06-01"
