"","Team","Value","Squad size","Date"
"1","Liverpool FC","€331.50m",25,"2014-10-23"
"2","Manchester City","€441.25m",24,"2014-10-23"
"3","Chelsea FC","€444.75m",24,"2014-10-23"
"4","Manchester United","€460.75m",28,"2014-10-23"
"5","Tottenham Hotspur","€265.75m",27,"2014-10-23"
"6","Arsenal FC","€411.30m",28,"2014-10-23"
"7","Everton FC","€168.25m",24,"2014-10-23"
"8","Leicester City","€54.50m",28,"2014-10-23"
"9","Wolverhampton Wanderers","€23.15m",24,"2014-10-23"
"10","Aston Villa","€102.00m",24,"2014-10-23"
"11","West Ham United","€108.75m",26,"2014-10-23"
"12","Newcastle United","€126.00m",30,"2014-10-23"
"13","Southampton FC","€152.25m",21,"2014-10-23"
"14","Brighton & Hove Albion","€21.30m",26,"2014-10-23"
"15","Fulham FC","€40.70m",31,"2014-10-23"
"16","Crystal Palace","€71.75m",28,"2014-10-23"
"17","Leeds United","€27.83m",33,"2014-10-23"
"18","Sheffield United","€8.90m",26,"2014-10-23"
"19","Burnley FC","€45.00m",28,"2014-10-23"
"20","West Bromwich Albion","€91.50m",25,"2014-10-23"
