"","Team","Value","Squad size","Date"
"1","Hull City","€65.78m",25,"2016-06-01"
"2","Ipswich Town","€18.20m",28,"2016-06-01"
"3","Blackpool FC","€3.55m",23,"2016-06-01"
"4","Sunderland AFC","€96.25m",27,"2016-06-01"
"5","Shrewsbury Town","€4.15m",26,"2016-06-01"
"6","Charlton Athletic","€22.35m",33,"2016-06-01"
"7","Fleetwood Town","€4.45m",32,"2016-06-01"
"8","Milton Keynes Dons","€6.30m",24,"2016-06-01"
"9","Oxford United","€3.05m",26,"2016-06-01"
"10","Wigan Athletic","€12.23m",31,"2016-06-01"
"11","Swindon Town","€3.25m",24,"2016-06-01"
"12","Doncaster Rovers","€3.95m",21,"2016-06-01"
"13","Portsmouth FC","€4.18m",22,"2016-06-01"
"14","Burton Albion","€3.50m",24,"2016-06-01"
"15","Gillingham FC","€3.75m",24,"2016-06-01"
"16","Bristol Rovers","€1.70m",28,"2016-06-01"
"17","Plymouth Argyle","€2.15m",18,"2016-06-01"
"18","Northampton Town","€3.73m",21,"2016-06-01"
"19","Lincoln City","€1.13m",23,"2016-06-01"
"20","Peterborough United","€5.70m",31,"2016-06-01"
"21","Rochdale AFC","€4.60m",31,"2016-06-01"
"22","Crewe Alexandra","€2.68m",26,"2016-06-01"
"23","AFC Wimbledon","€2.35m",23,"2016-06-01"
"24","Accrington Stanley","€1.38m",26,"2016-06-01"
