"Team","Value","Squad size","Date"
"Liverpool FC","£279.45m",25,"2015-04-15"
"Manchester City","£376.43m",23,"2015-04-15"
"Chelsea FC","£433.80m",23,"2015-04-15"
"Manchester United","£382.50m",25,"2015-04-15"
"Tottenham Hotspur","£236.48m",25,"2015-04-15"
"Arsenal FC","£348.98m",25,"2015-04-15"
"Everton FC","£161.55m",25,"2015-04-15"
"Leicester City","£55.58m",27,"2015-04-15"
"Wolverhampton Wanderers","£20.07m",26,"2015-04-15"
"Aston Villa","£94.95m",27,"2015-04-15"
"West Ham United","£107.33m",22,"2015-04-15"
"Newcastle United","£109.80m",26,"2015-04-15"
"Brighton & Hove Albion","£19.44m",28,"2015-04-15"
"Southampton FC","£170.33m",24,"2015-04-15"
"Fulham FC","£33.48m",34,"2015-04-15"
"Crystal Palace","£76.28m",27,"2015-04-15"
"Leeds United","£23.90m",30,"2015-04-15"
"Sheffield United","£8.51m",26,"2015-04-15"
"Burnley FC","£42.57m",23,"2015-04-15"
"West Bromwich Albion","£72.45m",22,"2015-04-15"
