"Team","Value","Squad size","Date"
"Ipswich Town","£10.42m",24,"2014-07-10"
"Hull City","£65.61m",26,"2014-07-10"
"Sunderland AFC","£75.47m",25,"2014-07-10"
"Blackpool FC","£4.30m",11,"2014-07-10"
"Charlton Athletic","£10.85m",22,"2014-07-10"
"Milton Keynes Dons","£3.78m",21,"2014-07-10"
"Portsmouth FC","£3.92m",25,"2014-07-10"
"Fleetwood Town","£1.82m",24,"2014-07-10"
"Shrewsbury Town","£3.15m",19,"2014-07-10"
"Swindon Town","£2.34m",21,"2014-07-10"
"Oxford United","£1.71m",21,"2014-07-10"
"Wigan Athletic","£36.05m",25,"2014-07-10"
"Lincoln City","£540Th.",21,"2014-07-10"
"Doncaster Rovers","£4.14m",17,"2014-07-10"
"Gillingham FC","£1.94m",26,"2014-07-10"
"Bristol Rovers","£563Th.",15,"2014-07-10"
"Plymouth Argyle","£1.69m",20,"2014-07-10"
"Burton Albion","£1.97m",21,"2014-07-10"
"Crewe Alexandra","£1.64m",24,"2014-07-10"
"Northampton Town","£3.83m",22,"2014-07-10"
"Peterborough United","£5.83m",25,"2014-07-10"
"Rochdale AFC","£1.60m",21,"2014-07-10"
"AFC Wimbledon","£2.27m",24,"2014-07-10"
"Accrington Stanley","£1.04m",17,"2014-07-10"
