"Team","Value","Squad size","Date"
"Liverpool FC","£320.76m",27,"2016-01-01"
"Manchester City","£463.05m",24,"2016-01-01"
"Chelsea FC","£488.25m",25,"2016-01-01"
"Manchester United","£353.93m",25,"2016-01-01"
"Tottenham Hotspur","£267.30m",25,"2016-01-01"
"Arsenal FC","£361.80m",24,"2016-01-01"
"Everton FC","£187.65m",28,"2016-01-01"
"Leicester City","£90.00m",25,"2016-01-01"
"Wolverhampton Wanderers","£24.82m",29,"2016-01-01"
"Aston Villa","£111.38m",30,"2016-01-01"
"West Ham United","£151.43m",26,"2016-01-01"
"Newcastle United","£150.53m",30,"2016-01-01"
"Brighton & Hove Albion","£29.41m",28,"2016-01-01"
"Southampton FC","£174.38m",26,"2016-01-01"
"Crystal Palace","£108.90m",28,"2016-01-01"
"Fulham FC","£31.23m",30,"2016-01-01"
"Leeds United","£24.03m",23,"2016-01-01"
"Sheffield United","£10.42m",32,"2016-01-01"
"Burnley FC","£39.15m",27,"2016-01-01"
"West Bromwich Albion","£87.75m",25,"2016-01-01"
