"Team","Value","Squad size","Date"
"AFC Bournemouth","£82.44m",28,"2017-06-01"
"Norwich City","£64.67m",31,"2017-06-01"
"Watford FC","£116.55m",28,"2017-06-01"
"Brentford FC","£21.74m",23,"2017-06-01"
"Cardiff City","£32.13m",30,"2017-06-01"
"Bristol City","£15.89m",26,"2017-06-01"
"Swansea City","£120.69m",32,"2017-06-01"
"Reading FC","£26.91m",36,"2017-06-01"
"Stoke City","£136.35m",26,"2017-06-01"
"Blackburn Rovers","£13.41m",21,"2017-06-01"
"Nottingham Forest","£31.86m",31,"2017-06-01"
"Middlesbrough FC","£81.68m",27,"2017-06-01"
"Derby County","£60.98m",29,"2017-06-01"
"Huddersfield Town","£17.46m",25,"2017-06-01"
"Birmingham City","£22.66m",30,"2017-06-01"
"Millwall FC","£7.04m",26,"2017-06-01"
"Sheffield Wednesday","£53.21m",29,"2017-06-01"
"Preston North End","£10.89m",27,"2017-06-01"
"Queens Park Rangers","£32.18m",31,"2017-06-01"
"Barnsley FC","£8.98m",27,"2017-06-01"
"Luton Town","£3.33m",27,"2017-06-01"
"Coventry City","£4.23m",23,"2017-06-01"
"Rotherham United","£9.50m",27,"2017-06-01"
"Wycombe Wanderers","£2.97m",25,"2017-06-01"
