"Team","Value","Squad size","Date"
"Hull City","£59.15m",25,"2015-12-01"
"Ipswich Town","£18.63m",24,"2015-12-01"
"Blackpool FC","£3.60m",28,"2015-12-01"
"Sunderland AFC","£100.58m",27,"2015-12-01"
"Charlton Athletic","£20.61m",25,"2015-12-01"
"Shrewsbury Town","£4.68m",28,"2015-12-01"
"Fleetwood Town","£3.24m",31,"2015-12-01"
"Milton Keynes Dons","£8.30m",28,"2015-12-01"
"Oxford United","£2.41m",27,"2015-12-01"
"Wigan Athletic","£10.42m",29,"2015-12-01"
"Swindon Town","£4.32m",30,"2015-12-01"
"Doncaster Rovers","£4.75m",26,"2015-12-01"
"Portsmouth FC","£4.84m",26,"2015-12-01"
"Burton Albion","£3.62m",29,"2015-12-01"
"Gillingham FC","£2.36m",28,"2015-12-01"
"Bristol Rovers","£1.44m",28,"2015-12-01"
"Northampton Town","£3.35m",24,"2015-12-01"
"Plymouth Argyle","£2.03m",22,"2015-12-01"
"Lincoln City","£743Th.",22,"2015-12-01"
"Peterborough United","£4.79m",28,"2015-12-01"
"Rochdale AFC","£3.51m",28,"2015-12-01"
"Crewe Alexandra","£2.43m",31,"2015-12-01"
"AFC Wimbledon","£2.07m",25,"2015-12-01"
"Accrington Stanley","£810Th.",28,"2015-12-01"
