"","Team","Value","Squad size","Date"
"1","Hull City","€37.55m",27,"2013-03-15"
"2","Ipswich Town","€17.28m",25,"2013-03-15"
"3","Blackpool FC","€31.45m",30,"2013-03-15"
"4","Sunderland AFC","€118.00m",22,"2013-03-15"
"5","Shrewsbury Town","€4.55m",26,"2013-03-15"
"6","Charlton Athletic","€9.80m",25,"2013-03-15"
"7","Fleetwood Town","€3.48m",31,"2013-03-15"
"8","Milton Keynes Dons","€5.98m",24,"2013-03-15"
"9","Oxford United","€3.25m",25,"2013-03-15"
"10","Wigan Athletic","€71.75m",25,"2013-03-15"
"11","Swindon Town","€3.80m",21,"2013-03-15"
"12","Doncaster Rovers","€7.55m",26,"2013-03-15"
"13","Portsmouth FC","€3.90m",18,"2013-03-15"
"14","Burton Albion","€3.24m",26,"2013-03-15"
"15","Gillingham FC","€2.55m",24,"2013-03-15"
"16","Bristol Rovers","€3.75m",31,"2013-03-15"
"17","Plymouth Argyle","€3.85m",27,"2013-03-15"
"18","Northampton Town","€3.83m",23,"2013-03-15"
"19","Lincoln City","€900Th.",27,"2013-03-15"
"20","Peterborough United","€8.00m",29,"2013-03-15"
"21","Rochdale AFC","€2.63m",25,"2013-03-15"
"22","Crewe Alexandra","€2.85m",27,"2013-03-15"
"23","AFC Wimbledon","€3.40m",29,"2013-03-15"
"24","Accrington Stanley","€3.83m",27,"2013-03-15"
