"","Team","Value","Squad size","Date"
"1","Liverpool FC","€235.00m",24,"2012-04-01"
"2","Manchester City","€467.00m",24,"2012-04-01"
"3","Chelsea FC","€381.00m",25,"2012-04-01"
"4","Manchester United","€415.00m",27,"2012-04-01"
"5","Tottenham Hotspur","€269.25m",26,"2012-04-01"
"6","Arsenal FC","€299.25m",27,"2012-04-01"
"7","Everton FC","€147.00m",24,"2012-04-01"
"8","Leicester City","€35.35m",30,"2012-04-01"
"9","Wolverhampton Wanderers","€79.25m",22,"2012-04-01"
"10","Aston Villa","€124.25m",24,"2012-04-01"
"11","West Ham United","€61.25m",28,"2012-04-01"
"12","Newcastle United","€133.75m",27,"2012-04-01"
"13","Southampton FC","€27.78m",28,"2012-04-01"
"14","Brighton & Hove Albion","€17.83m",32,"2012-04-01"
"15","Fulham FC","€102.75m",30,"2012-04-01"
"16","Crystal Palace","€20.80m",29,"2012-04-01"
"17","Leeds United","€19.60m",26,"2012-04-01"
"18","Sheffield United","€15.30m",30,"2012-04-01"
"19","Burnley FC","€18.58m",22,"2012-04-01"
"20","West Bromwich Albion","€71.75m",24,"2012-04-01"
