"","Team","Value","Squad size","Date"
"1","Liverpool FC","€1.02bn",31,"2020-08-01"
"2","Manchester City","€1.03bn",36,"2020-08-01"
"3","Chelsea FC","€830.95m",33,"2020-08-01"
"4","Manchester United","€728.68m",33,"2020-08-01"
"5","Tottenham Hotspur","€698.35m",27,"2020-08-01"
"6","Arsenal FC","€571.85m",28,"2020-08-01"
"7","Everton FC","€412.40m",30,"2020-08-01"
"8","Leicester City","€450.50m",29,"2020-08-01"
"9","Wolverhampton Wanderers","€342.30m",27,"2020-08-01"
"10","Aston Villa","€234.50m",27,"2020-08-01"
"11","West Ham United","€306.25m",28,"2020-08-01"
"12","Newcastle United","€222.30m",29,"2020-08-01"
"13","Southampton FC","€213.40m",26,"2020-08-01"
"14","Brighton & Hove Albion","€234.20m",38,"2020-08-01"
"15","Fulham FC","€120.90m",27,"2020-08-01"
"16","Crystal Palace","€179.43m",23,"2020-08-01"
"17","Leeds United","€64.85m",29,"2020-08-01"
"18","Sheffield United","€130.35m",26,"2020-08-01"
"19","Burnley FC","€154.03m",24,"2020-08-01"
"20","West Bromwich Albion","€62.78m",25,"2020-08-01"
