"","Team","Value","Squad size","Date"
"1","Hull City","€25.90m",27,"2011-09-15"
"2","Ipswich Town","€33.05m",30,"2011-09-15"
"3","Blackpool FC","€27.80m",29,"2011-09-15"
"4","Sunderland AFC","€109.70m",29,"2011-09-15"
"5","Shrewsbury Town","€3.60m",20,"2011-09-15"
"6","Charlton Athletic","€10.93m",31,"2011-09-15"
"7","Fleetwood Town","€900Th.",33,"2011-09-15"
"8","Milton Keynes Dons","€7.05m",24,"2011-09-15"
"9","Oxford United","€6.00m",24,"2011-09-15"
"10","Wigan Athletic","€70.80m",26,"2011-09-15"
"11","Swindon Town","€5.18m",27,"2011-09-15"
"12","Doncaster Rovers","€12.55m",29,"2011-09-15"
"13","Portsmouth FC","€25.58m",22,"2011-09-15"
"14","Burton Albion","€3.35m",25,"2011-09-15"
"15","Gillingham FC","€2.98m",25,"2011-09-15"
"16","Bristol Rovers","€4.58m",26,"2011-09-15"
"17","Plymouth Argyle","€4.10m",26,"2011-09-15"
"18","Northampton Town","€3.48m",26,"2011-09-15"
"19","Lincoln City","€1.53m",22,"2011-09-15"
"20","Peterborough United","€7.35m",26,"2011-09-15"
"21","Rochdale AFC","€4.08m",25,"2011-09-15"
"22","Crewe Alexandra","€1.00m",25,"2011-09-15"
"23","AFC Wimbledon","€775Th.",24,"2011-09-15"
"24","Accrington Stanley","€1.88m",22,"2011-09-15"
