"","Team","Value","Squad size","Date"
"1","Salford City","€50Th.",3,"2013-01-01"
"2","Southend United","€4.85m",27,"2013-01-01"
"3","Bolton Wanderers","€55.30m",30,"2013-01-01"
"4","Oldham Athletic","€4.40m",28,"2013-01-01"
"5","Tranmere Rovers","€2.53m",27,"2013-01-01"
"6","Morecambe FC","€2.65m",23,"2013-01-01"
"7","Grimsby Town","€1.50m",22,"2013-01-01"
"8","Colchester United","€5.88m",29,"2013-01-01"
"9","Leyton Orient","€5.43m",23,"2013-01-01"
"10","Mansfield Town","€2.93m",29,"2013-01-01"
"11","Bradford City","€5.90m",27,"2013-01-01"
"12","Scunthorpe United","€4.70m",24,"2013-01-01"
"13","Barrow AFC","€700Th.",17,"2013-01-01"
"14","Port Vale FC","€2.50m",23,"2013-01-01"
"15","Cheltenham Town","€2.33m",20,"2013-01-01"
"16","Exeter City","€4.23m",24,"2013-01-01"
"17","Carlisle United","€4.35m",23,"2013-01-01"
"18","Crawley Town","€3.03m",25,"2013-01-01"
"19","Newport County","€1.70m",24,"2013-01-01"
"20","Cambridge United","€575Th.",23,"2013-01-01"
"21","Walsall FC","€3.63m",25,"2013-01-01"
"22","Forest Green Rovers","€1.63m",25,"2013-01-01"
"23","Stevenage FC","€5.18m",23,"2013-01-01"
"24","Harrogate Town","€1.58m",35,"2013-01-01"
