"Team","Value","Squad size","Date"
"Liverpool FC","£959.18m",22,"2019-09-01"
"Manchester City","£1.14bn",24,"2019-09-01"
"Chelsea FC","£715.28m",30,"2019-09-01"
"Manchester United","£654.53m",27,"2019-09-01"
"Tottenham Hotspur","£881.55m",24,"2019-09-01"
"Arsenal FC","£592.88m",25,"2019-09-01"
"Everton FC","£467.10m",27,"2019-09-01"
"Leicester City","£353.03m",29,"2019-09-01"
"Wolverhampton Wanderers","£278.64m",27,"2019-09-01"
"Aston Villa","£140.40m",25,"2019-09-01"
"West Ham United","£309.83m",25,"2019-09-01"
"Newcastle United","£227.32m",30,"2019-09-01"
"Brighton & Hove Albion","£186.53m",26,"2019-09-01"
"Southampton FC","£240.93m",26,"2019-09-01"
"Crystal Palace","£208.26m",25,"2019-09-01"
"Fulham FC","£128.25m",27,"2019-09-01"
"Leeds United","£83.48m",29,"2019-09-01"
"Sheffield United","£62.46m",27,"2019-09-01"
"Burnley FC","£180.68m",24,"2019-09-01"
"West Bromwich Albion","£73.22m",25,"2019-09-01"
