"Team","Value","Squad size","Date"
"Liverpool FC","£226.80m",22,"2013-08-15"
"Manchester City","£432.23m",25,"2013-08-15"
"Chelsea FC","£414.68m",27,"2013-08-15"
"Manchester United","£353.93m",31,"2013-08-15"
"Tottenham Hotspur","£267.75m",24,"2013-08-15"
"Arsenal FC","£261.45m",24,"2013-08-15"
"Everton FC","£141.53m",25,"2013-08-15"
"Leicester City","£27.59m",26,"2013-08-15"
"Wolverhampton Wanderers","£27.27m",29,"2013-08-15"
"Aston Villa","£105.53m",31,"2013-08-15"
"West Ham United","£86.18m",25,"2013-08-15"
"Newcastle United","£152.55m",27,"2013-08-15"
"Brighton & Hove Albion","£20.77m",26,"2013-08-15"
"Southampton FC","£86.18m",26,"2013-08-15"
"Fulham FC","£71.78m",24,"2013-08-15"
"Crystal Palace","£38.70m",28,"2013-08-15"
"Leeds United","£18.90m",25,"2013-08-15"
"Sheffield United","£7.58m",28,"2013-08-15"
"Burnley FC","£14.47m",22,"2013-08-15"
"West Bromwich Albion","£66.38m",24,"2013-08-15"
