"Team","Value","Squad size","Date"
"Hull City","£101.57m",29,"2017-03-01"
"Ipswich Town","£20.66m",32,"2017-03-01"
"Blackpool FC","£3.83m",28,"2017-03-01"
"Sunderland AFC","£91.80m",28,"2017-03-01"
"Shrewsbury Town","£3.33m",25,"2017-03-01"
"Charlton Athletic","£12.51m",27,"2017-03-01"
"Fleetwood Town","£3.51m",31,"2017-03-01"
"Milton Keynes Dons","£5.90m",25,"2017-03-01"
"Oxford United","£5.09m",24,"2017-03-01"
"Wigan Athletic","£17.46m",32,"2017-03-01"
"Swindon Town","£5.04m",30,"2017-03-01"
"Doncaster Rovers","£2.84m",24,"2017-03-01"
"Portsmouth FC","£3.83m",28,"2017-03-01"
"Burton Albion","£11.39m",26,"2017-03-01"
"Gillingham FC","£4.97m",29,"2017-03-01"
"Bristol Rovers","£2.95m",31,"2017-03-01"
"Plymouth Argyle","£3.56m",25,"2017-03-01"
"Northampton Town","£5.51m",26,"2017-03-01"
"Lincoln City","£720Th.",24,"2017-03-01"
"Peterborough United","£4.01m",25,"2017-03-01"
"Rochdale AFC","£3.69m",29,"2017-03-01"
"Crewe Alexandra","£2.23m",20,"2017-03-01"
"AFC Wimbledon","£3.15m",25,"2017-03-01"
"Accrington Stanley","£2.07m",27,"2017-03-01"
