"","Team","Value","Squad size","Date"
"1","Hull City","€61.00m",23,"2014-03-01"
"2","Ipswich Town","€15.05m",23,"2014-03-01"
"3","Blackpool FC","€15.23m",27,"2014-03-01"
"4","Sunderland AFC","€97.00m",25,"2014-03-01"
"5","Shrewsbury Town","€3.75m",25,"2014-03-01"
"6","Charlton Athletic","€15.90m",27,"2014-03-01"
"7","Fleetwood Town","€3.43m",29,"2014-03-01"
"8","Milton Keynes Dons","€6.13m",22,"2014-03-01"
"9","Oxford United","€2.78m",29,"2014-03-01"
"10","Wigan Athletic","€55.95m",31,"2014-03-01"
"11","Swindon Town","€4.45m",34,"2014-03-01"
"12","Doncaster Rovers","€11.25m",25,"2014-03-01"
"13","Portsmouth FC","€4.98m",28,"2014-03-01"
"14","Burton Albion","€2.99m",22,"2014-03-01"
"15","Gillingham FC","€4.28m",33,"2014-03-01"
"16","Bristol Rovers","€2.93m",27,"2014-03-01"
"17","Plymouth Argyle","€3.33m",27,"2014-03-01"
"18","Northampton Town","€4.45m",31,"2014-03-01"
"19","Lincoln City","€725Th.",23,"2014-03-01"
"20","Peterborough United","€6.18m",25,"2014-03-01"
"21","Rochdale AFC","€2.35m",28,"2014-03-01"
"22","Crewe Alexandra","€2.78m",26,"2014-03-01"
"23","AFC Wimbledon","€2.50m",27,"2014-03-01"
"24","Accrington Stanley","€2.20m",24,"2014-03-01"
