"","Team","Value","Squad size","Date"
"1","Hull City","€56.50m",28,"2014-01-01"
"2","Ipswich Town","€12.68m",24,"2014-01-01"
"3","Blackpool FC","€17.95m",24,"2014-01-01"
"4","Sunderland AFC","€113.15m",28,"2014-01-01"
"5","Shrewsbury Town","€3.38m",23,"2014-01-01"
"6","Charlton Athletic","€11.75m",25,"2014-01-01"
"7","Fleetwood Town","€3.08m",28,"2014-01-01"
"8","Milton Keynes Dons","€6.10m",22,"2014-01-01"
"9","Oxford United","€2.63m",27,"2014-01-01"
"10","Wigan Athletic","€56.35m",28,"2014-01-01"
"11","Swindon Town","€4.55m",31,"2014-01-01"
"12","Doncaster Rovers","€8.40m",25,"2014-01-01"
"13","Portsmouth FC","€4.03m",23,"2014-01-01"
"14","Burton Albion","€2.76m",21,"2014-01-01"
"15","Gillingham FC","€3.68m",29,"2014-01-01"
"16","Bristol Rovers","€2.20m",26,"2014-01-01"
"17","Plymouth Argyle","€3.70m",26,"2014-01-01"
"18","Northampton Town","€5.10m",30,"2014-01-01"
"19","Lincoln City","€550Th.",21,"2014-01-01"
"20","Peterborough United","€9.20m",26,"2014-01-01"
"21","Rochdale AFC","€2.90m",28,"2014-01-01"
"22","Crewe Alexandra","€2.50m",29,"2014-01-01"
"23","AFC Wimbledon","€2.33m",24,"2014-01-01"
"24","Accrington Stanley","€2.00m",24,"2014-01-01"
