"Team","Value","Squad size","Date"
"Liverpool FC","£286.65m",28,"2015-06-01"
"Manchester City","£382.73m",26,"2015-06-01"
"Chelsea FC","£455.18m",28,"2015-06-01"
"Manchester United","£391.73m",28,"2015-06-01"
"Tottenham Hotspur","£253.67m",32,"2015-06-01"
"Arsenal FC","£360.23m",30,"2015-06-01"
"Everton FC","£149.45m",26,"2015-06-01"
"Leicester City","£52.79m",30,"2015-06-01"
"Wolverhampton Wanderers","£20.34m",32,"2015-06-01"
"Aston Villa","£89.33m",30,"2015-06-01"
"West Ham United","£104.67m",26,"2015-06-01"
"Newcastle United","£116.10m",33,"2015-06-01"
"Brighton & Hove Albion","£14.67m",25,"2015-06-01"
"Southampton FC","£177.53m",26,"2015-06-01"
"Fulham FC","£31.73m",34,"2015-06-01"
"Crystal Palace","£83.03m",37,"2015-06-01"
"Leeds United","£24.08m",32,"2015-06-01"
"Sheffield United","£9.05m",32,"2015-06-01"
"Burnley FC","£43.25m",27,"2015-06-01"
"West Bromwich Albion","£68.94m",24,"2015-06-01"
