"","Team","Value","Squad size","Date"
"1","Salford City","-",NA,"2011-03-01"
"2","Southend United","€3.75m",24,"2011-03-01"
"3","Bolton Wanderers","€97.00m",27,"2011-03-01"
"4","Oldham Athletic","€4.88m",30,"2011-03-01"
"5","Tranmere Rovers","€3.68m",28,"2011-03-01"
"6","Morecambe FC","€4.18m",25,"2011-03-01"
"7","Grimsby Town","-",NA,"2011-03-01"
"8","Colchester United","€6.15m",28,"2011-03-01"
"9","Leyton Orient","€7.23m",30,"2011-03-01"
"10","Mansfield Town","€1.53m",29,"2011-03-01"
"11","Bradford City","€2.98m",28,"2011-03-01"
"12","Scunthorpe United","€10.45m",31,"2011-03-01"
"13","Barrow AFC","€1.08m",26,"2011-03-01"
"14","Port Vale FC","€3.40m",27,"2011-03-01"
"15","Cheltenham Town","€2.28m",24,"2011-03-01"
"16","Exeter City","€4.68m",30,"2011-03-01"
"17","Carlisle United","€5.08m",27,"2011-03-01"
"18","Crawley Town","€2.45m",32,"2011-03-01"
"19","Newport County","€1.43m",20,"2011-03-01"
"20","Cambridge United","€850Th.",25,"2011-03-01"
"21","Walsall FC","€5.20m",25,"2011-03-01"
"22","Forest Green Rovers","€1.88m",37,"2011-03-01"
"23","Stevenage FC","€2.85m",24,"2011-03-01"
"24","Harrogate Town","€400Th.",18,"2011-03-01"
