"","Team","Value","Squad size","Date"
"1","Liverpool FC","€240.50m",23,"2013-02-01"
"2","Manchester City","€435.00m",25,"2013-02-01"
"3","Chelsea FC","€386.75m",24,"2013-02-01"
"4","Manchester United","€420.50m",25,"2013-02-01"
"5","Tottenham Hotspur","€269.50m",24,"2013-02-01"
"6","Arsenal FC","€282.00m",25,"2013-02-01"
"7","Everton FC","€132.35m",23,"2013-02-01"
"8","Leicester City","€27.60m",25,"2013-02-01"
"9","Wolverhampton Wanderers","€63.80m",28,"2013-02-01"
"10","Aston Villa","€105.30m",28,"2013-02-01"
"11","West Ham United","€94.00m",25,"2013-02-01"
"12","Newcastle United","€179.00m",31,"2013-02-01"
"13","Southampton FC","€78.00m",24,"2013-02-01"
"14","Brighton & Hove Albion","€27.68m",33,"2013-02-01"
"15","Fulham FC","€82.55m",28,"2013-02-01"
"16","Crystal Palace","€20.20m",28,"2013-02-01"
"17","Leeds United","€25.73m",26,"2013-02-01"
"18","Sheffield United","€9.60m",29,"2013-02-01"
"19","Burnley FC","€20.23m",28,"2013-02-01"
"20","West Bromwich Albion","€87.25m",24,"2013-02-01"
