"Team","Value","Squad size","Date"
"Liverpool FC","£219.60m",24,"2012-01-01"
"Manchester City","£390.15m",25,"2012-01-01"
"Chelsea FC","£378.90m",26,"2012-01-01"
"Manchester United","£364.77m",28,"2012-01-01"
"Tottenham Hotspur","£247.10m",26,"2012-01-01"
"Arsenal FC","£262.17m",31,"2012-01-01"
"Everton FC","£127.35m",23,"2012-01-01"
"Leicester City","£35.01m",26,"2012-01-01"
"Wolverhampton Wanderers","£65.48m",22,"2012-01-01"
"Aston Villa","£117.95m",23,"2012-01-01"
"West Ham United","£66.51m",28,"2012-01-01"
"Newcastle United","£93.60m",27,"2012-01-01"
"Southampton FC","£16.85m",29,"2012-01-01"
"Brighton & Hove Albion","£9.38m",28,"2012-01-01"
"Fulham FC","£100.35m",29,"2012-01-01"
"Crystal Palace","£19.37m",33,"2012-01-01"
"Leeds United","£20.16m",27,"2012-01-01"
"Sheffield United","£15.21m",29,"2012-01-01"
"Burnley FC","£21.92m",24,"2012-01-01"
"West Bromwich Albion","£68.40m",23,"2012-01-01"
