"","Team","Value","Squad size","Date"
"1","Liverpool FC","€246.00m",25,"2011-12-15"
"2","Manchester City","€433.50m",25,"2011-12-15"
"3","Chelsea FC","€421.00m",26,"2011-12-15"
"4","Manchester United","€405.30m",28,"2011-12-15"
"5","Tottenham Hotspur","€274.55m",26,"2011-12-15"
"6","Arsenal FC","€291.30m",30,"2011-12-15"
"7","Everton FC","€141.50m",23,"2011-12-15"
"8","Leicester City","€38.30m",25,"2011-12-15"
"9","Wolverhampton Wanderers","€72.75m",22,"2011-12-15"
"10","Aston Villa","€131.05m",23,"2011-12-15"
"11","West Ham United","€72.90m",26,"2011-12-15"
"12","Newcastle United","€103.00m",26,"2011-12-15"
"13","Southampton FC","€18.43m",27,"2011-12-15"
"14","Brighton & Hove Albion","€13.38m",28,"2011-12-15"
"15","Fulham FC","€111.25m",29,"2011-12-15"
"16","Crystal Palace","€22.13m",34,"2011-12-15"
"17","Leeds United","€21.90m",26,"2011-12-15"
"18","Sheffield United","€16.90m",29,"2011-12-15"
"19","Burnley FC","€24.35m",24,"2011-12-15"
"20","West Bromwich Albion","€69.50m",20,"2011-12-15"
