"Team","Value","Squad size","Date"
"Liverpool FC","£320.40m",26,"2015-12-01"
"Manchester City","£464.40m",25,"2015-12-01"
"Chelsea FC","£488.25m",25,"2015-12-01"
"Manchester United","£352.13m",24,"2015-12-01"
"Tottenham Hotspur","£267.30m",25,"2015-12-01"
"Arsenal FC","£361.80m",24,"2015-12-01"
"Everton FC","£187.65m",29,"2015-12-01"
"Leicester City","£90.09m",26,"2015-12-01"
"Wolverhampton Wanderers","£26.42m",27,"2015-12-01"
"Aston Villa","£108.90m",28,"2015-12-01"
"West Ham United","£148.73m",25,"2015-12-01"
"Newcastle United","£147.83m",28,"2015-12-01"
"Brighton & Hove Albion","£29.43m",31,"2015-12-01"
"Southampton FC","£174.38m",26,"2015-12-01"
"Crystal Palace","£108.90m",28,"2015-12-01"
"Fulham FC","£31.23m",30,"2015-12-01"
"Leeds United","£24.03m",22,"2015-12-01"
"Sheffield United","£10.19m",31,"2015-12-01"
"Burnley FC","£39.29m",28,"2015-12-01"
"West Bromwich Albion","£87.75m",24,"2015-12-01"
