"Team","Value","Squad size","Date"
"Ipswich Town","£19.17m",26,"2015-10-15"
"Hull City","£59.33m",26,"2015-10-15"
"Sunderland AFC","£91.58m",26,"2015-10-15"
"Blackpool FC","£3.26m",24,"2015-10-15"
"Charlton Athletic","£20.03m",26,"2015-10-15"
"Milton Keynes Dons","£9.25m",29,"2015-10-15"
"Portsmouth FC","£4.91m",28,"2015-10-15"
"Fleetwood Town","£3.62m",32,"2015-10-15"
"Shrewsbury Town","£3.89m",26,"2015-10-15"
"Swindon Town","£4.05m",30,"2015-10-15"
"Oxford United","£2.23m",25,"2015-10-15"
"Wigan Athletic","£10.44m",30,"2015-10-15"
"Lincoln City","£743Th.",22,"2015-10-15"
"Doncaster Rovers","£4.95m",27,"2015-10-15"
"Gillingham FC","£1.85m",29,"2015-10-15"
"Bristol Rovers","£1.31m",26,"2015-10-15"
"Plymouth Argyle","£2.12m",21,"2015-10-15"
"Burton Albion","£3.11m",29,"2015-10-15"
"Crewe Alexandra","£2.57m",30,"2015-10-15"
"Northampton Town","£3.35m",24,"2015-10-15"
"Peterborough United","£5.15m",27,"2015-10-15"
"Rochdale AFC","£3.17m",25,"2015-10-15"
"AFC Wimbledon","£2.16m",24,"2015-10-15"
"Accrington Stanley","£765Th.",26,"2015-10-15"
