"Team","Value","Squad size","Date"
"AFC Bournemouth","£66.42m",29,"2016-02-01"
"Norwich City","£82.35m",28,"2016-02-01"
"Watford FC","£84.56m",30,"2016-02-01"
"Brentford FC","£19.15m",27,"2016-02-01"
"Cardiff City","£37.22m",29,"2016-02-01"
"Bristol City","£15.44m",23,"2016-02-01"
"Swansea City","£102.24m",24,"2016-02-01"
"Stoke City","£102.38m",25,"2016-02-01"
"Reading FC","£36.74m",29,"2016-02-01"
"Blackburn Rovers","£29.72m",27,"2016-02-01"
"Nottingham Forest","£37.08m",28,"2016-02-01"
"Middlesbrough FC","£44.66m",27,"2016-02-01"
"Derby County","£50.00m",28,"2016-02-01"
"Huddersfield Town","£11.84m",24,"2016-02-01"
"Birmingham City","£14.33m",25,"2016-02-01"
"Millwall FC","£7.02m",23,"2016-02-01"
"Sheffield Wednesday","£37.04m",31,"2016-02-01"
"Preston North End","£10.26m",26,"2016-02-01"
"Queens Park Rangers","£46.89m",32,"2016-02-01"
"Barnsley FC","£3.13m",24,"2016-02-01"
"Luton Town","£4.73m",31,"2016-02-01"
"Coventry City","£8.57m",28,"2016-02-01"
"Rotherham United","£11.77m",29,"2016-02-01"
"Wycombe Wanderers","£1.87m",23,"2016-02-01"
