"Team","Value","Squad size","Date"
"Salford City","£45Th.",3,"2013-05-01"
"Bolton Wanderers","£43.29m",31,"2013-05-01"
"Oldham Athletic","£4.70m",27,"2013-05-01"
"Barrow AFC","£810Th.",19,"2013-05-01"
"Morecambe FC","£2.12m",22,"2013-05-01"
"Mansfield Town","£2.18m",28,"2013-05-01"
"Tranmere Rovers","£3.11m",27,"2013-05-01"
"Grimsby Town","£1.42m",22,"2013-05-01"
"Leyton Orient","£4.64m",20,"2013-05-01"
"Colchester United","£5.11m",27,"2013-05-01"
"Scunthorpe United","£3.96m",24,"2013-05-01"
"Bradford City","£4.66m",25,"2013-05-01"
"Port Vale FC","£3.38m",23,"2013-05-01"
"Crawley Town","£2.68m",25,"2013-05-01"
"Exeter City","£3.74m",28,"2013-05-01"
"Newport County","£1.91m",28,"2013-05-01"
"Southend United","£3.40m",29,"2013-05-01"
"Cheltenham Town","£1.94m",20,"2013-05-01"
"Cambridge United","£450Th.",21,"2013-05-01"
"Carlisle United","£3.58m",24,"2013-05-01"
"Stevenage FC","£4.21m",27,"2013-05-01"
"Forest Green Rovers","£1.35m",26,"2013-05-01"
"Walsall FC","£3.29m",24,"2013-05-01"
"Harrogate Town","£1.53m",36,"2013-05-01"
