"","Team","Value","Squad size","Date"
"1","AFC Bournemouth","€127.00m",29,"2018-01-15"
"2","Norwich City","€41.65m",25,"2018-01-15"
"3","Watford FC","€164.50m",29,"2018-01-15"
"4","Brentford FC","€33.25m",25,"2018-01-15"
"5","Cardiff City","€43.90m",30,"2018-01-15"
"6","Bristol City","€27.50m",28,"2018-01-15"
"7","Swansea City","€149.25m",26,"2018-01-15"
"8","Reading FC","€43.00m",26,"2018-01-15"
"9","Stoke City","€170.50m",25,"2018-01-15"
"10","Blackburn Rovers","€13.30m",25,"2018-01-15"
"11","Nottingham Forest","€30.95m",28,"2018-01-15"
"12","Middlesbrough FC","€86.55m",24,"2018-01-15"
"13","Derby County","€54.55m",26,"2018-01-15"
"14","Huddersfield Town","€82.75m",28,"2018-01-15"
"15","Birmingham City","€42.20m",27,"2018-01-15"
"16","Millwall FC","€9.90m",26,"2018-01-15"
"17","Sheffield Wednesday","€61.98m",28,"2018-01-15"
"18","Preston North End","€16.75m",30,"2018-01-15"
"19","Queens Park Rangers","€33.95m",33,"2018-01-15"
"20","Barnsley FC","€15.28m",25,"2018-01-15"
"21","Luton Town","€3.85m",28,"2018-01-15"
"22","Coventry City","€3.98m",34,"2018-01-15"
"23","Rotherham United","€5.85m",25,"2018-01-15"
"24","Wycombe Wanderers","€3.25m",23,"2018-01-15"
