"Team","Value","Squad size","Date"
"Salford City","-",0,"2012-05-01"
"Bolton Wanderers","£74.70m",29,"2012-05-01"
"Oldham Athletic","£4.01m",31,"2012-05-01"
"Barrow AFC","£630Th.",22,"2012-05-01"
"Morecambe FC","£2.99m",30,"2012-05-01"
"Mansfield Town","£1.87m",24,"2012-05-01"
"Tranmere Rovers","£2.66m",25,"2012-05-01"
"Grimsby Town","£1.40m",25,"2012-05-01"
"Leyton Orient","£5.69m",25,"2012-05-01"
"Colchester United","£6.68m",26,"2012-05-01"
"Scunthorpe United","£4.97m",24,"2012-05-01"
"Bradford City","£5.90m",29,"2012-05-01"
"Port Vale FC","£2.34m",25,"2012-05-01"
"Crawley Town","£4.37m",26,"2012-05-01"
"Exeter City","£5.72m",32,"2012-05-01"
"Newport County","£450Th.",26,"2012-05-01"
"Southend United","£5.09m",31,"2012-05-01"
"Cheltenham Town","£3.58m",23,"2012-05-01"
"Cambridge United","£338Th.",24,"2012-05-01"
"Carlisle United","£5.54m",22,"2012-05-01"
"Stevenage FC","£3.94m",24,"2012-05-01"
"Forest Green Rovers","£2.00m",28,"2012-05-01"
"Walsall FC","£4.19m",24,"2012-05-01"
"Harrogate Town","£383Th.",22,"2012-05-01"
