"Team","Value","Squad size","Date"
"Salford City","£585Th.",24,"2018-05-01"
"Southend United","£4.86m",28,"2018-05-01"
"Bolton Wanderers","£20.30m",29,"2018-05-01"
"Oldham Athletic","£6.86m",29,"2018-05-01"
"Tranmere Rovers","£1.80m",31,"2018-05-01"
"Morecambe FC","£2.41m",27,"2018-05-01"
"Grimsby Town","£3.38m",32,"2018-05-01"
"Colchester United","£2.72m",22,"2018-05-01"
"Leyton Orient","£2.32m",29,"2018-05-01"
"Mansfield Town","£3.92m",28,"2018-05-01"
"Bradford City","£4.75m",31,"2018-05-01"
"Scunthorpe United","£6.08m",28,"2018-05-01"
"Barrow AFC","£1.44m",20,"2018-05-01"
"Port Vale FC","£2.05m",33,"2018-05-01"
"Cheltenham Town","£2.48m",28,"2018-05-01"
"Exeter City","£3.83m",36,"2018-05-01"
"Carlisle United","£2.70m",29,"2018-05-01"
"Crawley Town","£2.68m",23,"2018-05-01"
"Newport County","£1.85m",23,"2018-05-01"
"Cambridge United","£2.34m",25,"2018-05-01"
"Walsall FC","£4.03m",24,"2018-05-01"
"Forest Green Rovers","£2.18m",28,"2018-05-01"
"Stevenage FC","£2.00m",28,"2018-05-01"
"Harrogate Town","£833Th.",24,"2018-05-01"
