"Team","Value","Squad size","Date"
"Salford City","£3.60m",21,"2020-08-15"
"Southend United","£1.60m",24,"2020-08-15"
"Bolton Wanderers","£2.61m",26,"2020-08-15"
"Oldham Athletic","£2.70m",16,"2020-08-15"
"Tranmere Rovers","£1.82m",15,"2020-08-15"
"Morecambe FC","£2.66m",22,"2020-08-15"
"Grimsby Town","£1.69m",23,"2020-08-15"
"Colchester United","£1.94m",23,"2020-08-15"
"Leyton Orient","£2.43m",24,"2020-08-15"
"Mansfield Town","£2.25m",25,"2020-08-15"
"Bradford City","£2.21m",19,"2020-08-15"
"Scunthorpe United","£1.76m",25,"2020-08-15"
"Barrow AFC","£1.58m",19,"2020-08-15"
"Port Vale FC","£1.87m",22,"2020-08-15"
"Cheltenham Town","£1.91m",22,"2020-08-15"
"Exeter City","£1.96m",26,"2020-08-15"
"Carlisle United","£1.49m",25,"2020-08-15"
"Crawley Town","£1.78m",29,"2020-08-15"
"Newport County","£1.40m",18,"2020-08-15"
"Cambridge United","£1.28m",21,"2020-08-15"
"Walsall FC","£1.24m",22,"2020-08-15"
"Forest Green Rovers","£1.26m",24,"2020-08-15"
"Stevenage FC","£810Th.",22,"2020-08-15"
"Harrogate Town","£675Th.",22,"2020-08-15"
